"Year","Sex","agegroup","UF","pop"
2010,"m","40-44","Sao Paulo",1463518
2010,"m","40-44","Sergipe",65766
2010,"m","40-44","Tocantins",43479
2010,"m","45-49","Acre",15967
2010,"m","45-49","Alagoas",77414
2010,"m","45-49","Amapa",14951
2010,"m","45-49","Amazonas",81107
2010,"m","45-49","Bahia",383468
2010,"m","45-49","Ceara",231620
2010,"m","45-49","Distrito Federal",73468
2010,"m","45-49","Espirito Santo",112188
2010,"m","45-49","Goias",183672
2010,"m","45-49","Maranhao",149556
2010,"m","45-49","Mato Grosso",96469
2010,"m","45-49","Mato Grosso Do Sul",76522
2010,"m","45-49","Minas Gerais",636735
2010,"m","45-49","Para",182192
2010,"m","45-49","Paraiba",103441
2010,"m","45-49","Parana",340999
2010,"m","45-49","Pernambuco",237047
2010,"m","45-49","Piaui",81894
2010,"m","45-49","Rio De Janeiro",522853
2010,"m","45-49","Rio Grande Do Norte",92420
2010,"m","45-49","Rio Grande Do Sul",377955
2010,"m","45-49","Rondonia",47816
2010,"m","45-49","Roraima",11276
2010,"m","45-49","Santa Catarina",219391
2010,"m","45-49","Sao Paulo",1326333
2010,"m","45-49","Sergipe",54842
2010,"m","45-49","Tocantins",36920
2010,"m","5-9","Acre",47692
2010,"m","5-9","Alagoas",161952
2010,"m","5-9","Amapa",41856
2010,"m","5-9","Amazonas",198783
2010,"m","5-9","Bahia",631196
2010,"m","5-9","Ceara",372414
2010,"m","5-9","Distrito Federal",112038
2010,"m","5-9","Espirito Santo",145392
2010,"m","5-9","Goias",252512
2010,"m","5-9","Maranhao",353735
2010,"m","5-9","Mato Grosso",137753
2010,"m","5-9","Mato Grosso Do Sul",105756
2010,"m","5-9","Minas Gerais",765070
2010,"m","5-9","Para",419935
2010,"m","5-9","Paraiba",168662
2010,"m","5-9","Parana",415767
2010,"m","5-9","Pernambuco",399486
2010,"m","5-9","Piaui",149597
2010,"m","5-9","Rio De Janeiro",584033
2010,"m","5-9","Rio Grande Do Norte",137770
2010,"m","5-9","Rio Grande Do Sul",397419
2010,"m","5-9","Rondonia",76893.0000000001
2010,"m","5-9","Roraima",25721
2010,"m","5-9","Santa Catarina",229643
2010,"m","5-9","Sao Paulo",1599000
2010,"m","5-9","Sergipe",94727
2010,"m","5-9","Tocantins",69835
2010,"m","50-54","Acre",13047
2010,"m","50-54","Alagoas",63025
2010,"m","50-54","Amapa",11846
2010,"m","50-54","Amazonas",64519
2010,"m","50-54","Bahia",322473
2010,"m","50-54","Ceara",176065
2010,"m","50-54","Distrito Federal",56691
2010,"m","50-54","Espirito Santo",97797
2010,"m","50-54","Goias",150157
2010,"m","50-54","Maranhao",124981
2010,"m","50-54","Mato Grosso",78116
2010,"m","50-54","Mato Grosso Do Sul",63205
2010,"m","50-54","Minas Gerais",556290
2010,"m","50-54","Para",150652
2010,"m","50-54","Paraiba",81115
2010,"m","50-54","Parana",286455
2010,"m","50-54","Pernambuco",193601
2010,"m","50-54","Piaui",68631
2010,"m","50-54","Rio De Janeiro",467988
2010,"m","50-54","Rio Grande Do Norte",69628
2010,"m","50-54","Rio Grande Do Sul",337186
2010,"m","50-54","Rondonia",37735
2010,"m","50-54","Roraima",8938.99999999999
2010,"m","50-54","Santa Catarina",181713
2010,"m","50-54","Sao Paulo",1164853
2010,"m","50-54","Sergipe",43272
2010,"m","50-54","Tocantins",30022
2010,"m","55-59","Acre",10348
2010,"m","55-59","Alagoas",51877
2010,"m","55-59","Amapa",8563
2010,"m","55-59","Amazonas",48981.9999999999
2010,"m","55-59","Bahia",255676
2010,"m","55-59","Ceara",145647
2010,"m","55-59","Distrito Federal",43592
2010,"m","55-59","Espirito Santo",78455
2010,"m","55-59","Goias",118543
2010,"m","55-59","Maranhao",104694
2010,"m","55-59","Mato Grosso",59685
2010,"m","55-59","Mato Grosso Do Sul",50568.9999999999
2010,"m","55-59","Minas Gerais",447416
2010,"m","55-59","Para",118792
2010,"m","55-59","Paraiba",67434
2010,"m","55-59","Parana",235121
2010,"m","55-59","Pernambuco",154822
2010,"m","55-59","Piaui",57199
2010,"m","55-59","Rio De Janeiro",379885
2010,"m","55-59","Rio Grande Do Norte",53407
2010,"m","55-59","Rio Grande Do Sul",281179
2010,"m","55-59","Rondonia",28412
2010,"m","55-59","Roraima",6800.99999999999
2010,"m","55-59","Santa Catarina",145764
2010,"m","55-59","Sao Paulo",942726
2010,"m","55-59","Sergipe",34492
2010,"m","55-59","Tocantins",24740
2010,"m","60-64","Acre",7812
2010,"m","60-64","Alagoas",41933
2010,"m","60-64","Amapa",5761
2010,"m","60-64","Amazonas",34946
2010,"m","60-64","Bahia",209055
2010,"m","60-64","Ceara",125227
2010,"m","60-64","Distrito Federal",31292
2010,"m","60-64","Espirito Santo",55279
2010,"m","60-64","Goias",91391
2010,"m","60-64","Maranhao",85194
2010,"m","60-64","Mato Grosso",43874
2010,"m","60-64","Mato Grosso Do Sul",38069.0000000001
2010,"m","60-64","Minas Gerais",343775
2010,"m","60-64","Para",89211
2010,"m","60-64","Paraiba",59066
2010,"m","60-64","Parana",183277
2010,"m","60-64","Pernambuco",130311
2010,"m","60-64","Piaui",47519
2010,"m","60-64","Rio De Janeiro",294051
2010,"m","60-64","Rio Grande Do Norte",47903
2010,"m","60-64","Rio Grande Do Sul",220076
2010,"m","60-64","Rondonia",20898
2010,"m","60-64","Roraima",5002
2010,"m","60-64","Santa Catarina",108298
2010,"m","60-64","Sao Paulo",715369
2010,"m","60-64","Sergipe",27844
2010,"m","60-64","Tocantins",19528
2010,"m","65-69","Acre",5830
2010,"m","65-69","Alagoas",31361
2010,"m","65-69","Amapa",4434
2010,"m","65-69","Amazonas",26042
2010,"m","65-69","Bahia",159898
2010,"m","65-69","Ceara",95269
2010,"m","65-69","Distrito Federal",21436
2010,"m","65-69","Espirito Santo",39505
2010,"m","65-69","Goias",68136
2010,"m","65-69","Maranhao",68025
2010,"m","65-69","Mato Grosso",31946
2010,"m","65-69","Mato Grosso Do Sul",28781
2010,"m","65-69","Minas Gerais",255046
2010,"m","65-69","Para",67917
2010,"m","65-69","Paraiba",45421
2010,"m","65-69","Parana",135532
2010,"m","65-69","Pernambuco",96898
2010,"m","65-69","Piaui",37112
2010,"m","65-69","Rio De Janeiro",209151
2010,"m","65-69","Rio Grande Do Norte",34641
2010,"m","65-69","Rio Grande Do Sul",157991
2010,"m","65-69","Rondonia",14925
2010,"m","65-69","Roraima",3254
2010,"m","65-69","Santa Catarina",74335
2010,"m","65-69","Sao Paulo",505846
2010,"m","65-69","Sergipe",20169
2010,"m","65-69","Tocantins",15097
2010,"m","70-74","Acre",4138
2010,"m","70-74","Alagoas",22230
2010,"m","70-74","Amapa",2957
2010,"m","70-74","Amazonas",17887
2010,"m","70-74","Bahia",120179
2010,"m","70-74","Ceara",76881.0000000001
2010,"m","70-74","Distrito Federal",15963
2010,"m","70-74","Espirito Santo",29918
2010,"m","70-74","Goias",50529
2010,"m","70-74","Maranhao",51892
2010,"m","70-74","Mato Grosso",22818
2010,"m","70-74","Mato Grosso Do Sul",21940
2010,"m","70-74","Minas Gerais",194458
2010,"m","70-74","Para",47338
2010,"m","70-74","Paraiba",37086
2010,"m","70-74","Parana",100654
2010,"m","70-74","Pernambuco",74657
2010,"m","70-74","Piaui",29032
2010,"m","70-74","Rio De Janeiro",158290
2010,"m","70-74","Rio Grande Do Norte",27776
2010,"m","70-74","Rio Grande Do Sul",114454
2010,"m","70-74","Rondonia",10885
2010,"m","70-74","Roraima",2226
2010,"m","70-74","Santa Catarina",53012
2010,"m","70-74","Sao Paulo",376619
2010,"m","70-74","Sergipe",14396
2010,"m","70-74","Tocantins",11603
2010,"m","75-79","Acre",2852
2010,"m","75-79","Alagoas",14062
2010,"m","75-79","Amapa",1873
2010,"m","75-79","Amazonas",11896
2010,"m","75-79","Bahia",78443
2010,"m","75-79","Ceara",49290
2010,"m","75-79","Distrito Federal",9001
2010,"m","75-79","Espirito Santo",20874
2010,"m","75-79","Goias",31731
2010,"m","75-79","Maranhao",34933
2010,"m","75-79","Mato Grosso",14039
2010,"m","75-79","Mato Grosso Do Sul",14153
2010,"m","75-79","Minas Gerais",131034
2010,"m","75-79","Para",30443
2010,"m","75-79","Paraiba",23380
2010,"m","75-79","Parana",64985
2010,"m","75-79","Pernambuco",46682
2010,"m","75-79","Piaui",19205
2010,"m","75-79","Rio De Janeiro",105640
2010,"m","75-79","Rio Grande Do Norte",17425
2010,"m","75-79","Rio Grande Do Sul",74947
2010,"m","75-79","Rondonia",6864
2010,"m","75-79","Roraima",1350
2010,"m","75-79","Santa Catarina",33215
2010,"m","75-79","Sao Paulo",249824
2010,"m","75-79","Sergipe",9307
2010,"m","75-79","Tocantins",7758
2010,"m","80-84","Acre",1852
2010,"m","80-84","Alagoas",8558
2010,"m","80-84","Amapa",1026
2010,"m","80-84","Amazonas",6834
2010,"m","80-84","Bahia",51845
2010,"m","80-84","Ceara",35721
2010,"m","80-84","Distrito Federal",5140
2010,"m","80-84","Espirito Santo",12794
2010,"m","80-84","Goias",18133
2010,"m","80-84","Maranhao",19727
2010,"m","80-84","Mato Grosso",7746
2010,"m","80-84","Mato Grosso Do Sul",8245
2010,"m","80-84","Minas Gerais",77329
2010,"m","80-84","Para",16929
2010,"m","80-84","Paraiba",17104
2010,"m","80-84","Parana",37385
2010,"m","80-84","Pernambuco",31658
2010,"m","80-84","Piaui",12668
2010,"m","80-84","Rio De Janeiro",63722
2010,"m","80-84","Rio Grande Do Norte",13370
2010,"m","80-84","Rio Grande Do Sul",43187
2010,"m","80-84","Rondonia",3964
2010,"m","80-84","Roraima",773
2010,"m","80-84","Santa Catarina",18792
2010,"m","80-84","Sao Paulo",152463
2010,"m","80-84","Sergipe",6016
2010,"m","80-84","Tocantins",4647
2010,"m","85","Acre",1445
2010,"m","85","Alagoas",7355
2010,"m","85","Amapa",808
2010,"m","85","Amazonas",5329
2010,"m","85","Bahia",44498
2010,"m","85","Ceara",29866
2010,"m","85","Distrito Federal",3255
2010,"m","85","Espirito Santo",8307
2010,"m","85","Goias",12460
2010,"m","85","Maranhao",17345
2010,"m","85","Mato Grosso",5066
2010,"m","85","Mato Grosso Do Sul",5892.99999999999
2010,"m","85","Minas Gerais",52102
2010,"m","85","Para",12846
2010,"m","85","Paraiba",16083
2010,"m","85","Parana",22417
2010,"m","85","Pernambuco",25407
2010,"m","85","Piaui",9992
2010,"m","85","Rio De Janeiro",38541.9999999999
2010,"m","85","Rio Grande Do Norte",12260
2010,"m","85","Rio Grande Do Sul",25484
2010,"m","85","Rondonia",2378
2010,"m","85","Roraima",591
2010,"m","85","Santa Catarina",11312
2010,"m","85","Sao Paulo",90965
2010,"m","85","Sergipe",5249
2010,"m","85","Tocantins",3503
2011,"f","0-4","Acre",43306
2011,"f","0-4","Alagoas",140019
2011,"f","0-4","Amapa",38794
2011,"f","0-4","Amazonas",195794
2011,"f","0-4","Bahia",543844
2011,"f","0-4","Ceara",328872
2011,"f","0-4","Distrito Federal",99906
2011,"f","0-4","Espirito Santo",130643
2011,"f","0-4","Goias",226288
2011,"f","0-4","Maranhao",322048
2011,"f","0-4","Mato Grosso",127915
2011,"f","0-4","Mato Grosso Do Sul",98821
2011,"f","0-4","Minas Gerais",644334
2011,"f","0-4","Para",382803
2011,"f","0-4","Paraiba",144136
2011,"f","0-4","Parana",366671
2011,"f","0-4","Pernambuco",356498
2011,"f","0-4","Piaui",125604
2011,"f","0-4","Rio De Janeiro",517410
2011,"f","0-4","Rio Grande Do Norte",123969
2011,"f","0-4","Rio Grande Do Sul",328463
2011,"f","0-4","Rondonia",65660
2011,"f","0-4","Roraima",25109
2011,"f","0-4","Santa Catarina",209311
2011,"f","0-4","Sao Paulo",1447832
2011,"f","0-4","Sergipe",86442
2011,"f","0-4","Tocantins",63180
2011,"f","10-14","Acre",44563
2011,"f","10-14","Alagoas",168386
2011,"f","10-14","Amapa",40465
2011,"f","10-14","Amazonas",200297
2011,"f","10-14","Bahia",657348
2011,"f","10-14","Ceara",411736
2011,"f","10-14","Distrito Federal",110589
2011,"f","10-14","Espirito Santo",149938
2011,"f","10-14","Goias",261037
2011,"f","10-14","Maranhao",357032
2011,"f","10-14","Mato Grosso",137273
2011,"f","10-14","Mato Grosso Do Sul",108542
2011,"f","10-14","Minas Gerais",825734
2011,"f","10-14","Para",414928
2011,"f","10-14","Paraiba",172662
2011,"f","10-14","Parana",444372
2011,"f","10-14","Pernambuco",414668
2011,"f","10-14","Piaui",154344
2011,"f","10-14","Rio De Janeiro",638409
2011,"f","10-14","Rio Grande Do Norte",144077
2011,"f","10-14","Rio Grande Do Sul",422959
2011,"f","10-14","Rondonia",77811.0000000001
2011,"f","10-14","Roraima",25997
2011,"f","10-14","Santa Catarina",252279
2011,"f","10-14","Sao Paulo",1647304
2011,"f","10-14","Sergipe",102427
2011,"f","10-14","Tocantins",70798
2011,"f","15-19","Acre",39912
2011,"f","15-19","Alagoas",160019
2011,"f","15-19","Amapa",38007.0000000001
2011,"f","15-19","Amazonas",187972
2011,"f","15-19","Bahia",665271
2011,"f","15-19","Ceara",426463
2011,"f","15-19","Distrito Federal",113989
2011,"f","15-19","Espirito Santo",151770
2011,"f","15-19","Goias",269701
2011,"f","15-19","Maranhao",344696
2011,"f","15-19","Mato Grosso",141619
2011,"f","15-19","Mato Grosso Do Sul",113334
2011,"f","15-19","Minas Gerais",860576
2011,"f","15-19","Para",398476
2011,"f","15-19","Paraiba",176694
2011,"f","15-19","Parana",464688
2011,"f","15-19","Pernambuco",411327
2011,"f","15-19","Piaui",151212
2011,"f","15-19","Rio De Janeiro",643328.000000001
2011,"f","15-19","Rio Grande Do Norte",148439
2011,"f","15-19","Rio Grande Do Sul",438399
2011,"f","15-19","Rondonia",78377
2011,"f","15-19","Roraima",24145
2011,"f","15-19","Santa Catarina",271932
2011,"f","15-19","Sao Paulo",1652072
2011,"f","15-19","Sergipe",102676
2011,"f","15-19","Tocantins",70040
2011,"f","20-24","Acre",35973
2011,"f","20-24","Alagoas",150709
2011,"f","20-24","Amapa",35618
2011,"f","20-24","Amazonas",173871
2011,"f","20-24","Bahia",657566
2011,"f","20-24","Ceara",422918
2011,"f","20-24","Distrito Federal",125568
2011,"f","20-24","Espirito Santo",161444
2011,"f","20-24","Goias",279723
2011,"f","20-24","Maranhao",332441
2011,"f","20-24","Mato Grosso",142487
2011,"f","20-24","Mato Grosso Do Sul",110606
2011,"f","20-24","Minas Gerais",867956
2011,"f","20-24","Para",380038
2011,"f","20-24","Paraiba",176577
2011,"f","20-24","Parana",457095
2011,"f","20-24","Pernambuco",417489
2011,"f","20-24","Piaui",152795
2011,"f","20-24","Rio De Janeiro",659552.000000001
2011,"f","20-24","Rio Grande Do Norte",155989
2011,"f","20-24","Rio Grande Do Sul",436582
2011,"f","20-24","Rondonia",75902.0000000001
2011,"f","20-24","Roraima",22411
2011,"f","20-24","Santa Catarina",282697
2011,"f","20-24","Sao Paulo",1801564
2011,"f","20-24","Sergipe",103152
2011,"f","20-24","Tocantins",66770
2011,"f","25-29","Acre",34795.0000000001
2011,"f","25-29","Alagoas",143596
2011,"f","25-29","Amapa",33866
2011,"f","25-29","Amazonas",166361
2011,"f","25-29","Bahia",673850
2011,"f","25-29","Ceara",390381
2011,"f","25-29","Distrito Federal",141997
2011,"f","25-29","Espirito Santo",165205
2011,"f","25-29","Goias",285655
2011,"f","25-29","Maranhao",309772
2011,"f","25-29","Mato Grosso",142762
2011,"f","25-29","Mato Grosso Do Sul",111097
2011,"f","25-29","Minas Gerais",866673
2011,"f","25-29","Para",364127
2011,"f","25-29","Paraiba",170326
2011,"f","25-29","Parana",450346
2011,"f","25-29","Pernambuco",408393
2011,"f","25-29","Piaui",143096
2011,"f","25-29","Rio De Janeiro",704244
2011,"f","25-29","Rio Grande Do Norte",149731
2011,"f","25-29","Rio Grande Do Sul",453646
2011,"f","25-29","Rondonia",74692
2011,"f","25-29","Roraima",22417
2011,"f","25-29","Santa Catarina",287980
2011,"f","25-29","Sao Paulo",1934924
2011,"f","25-29","Sergipe",100056
2011,"f","25-29","Tocantins",64149
2011,"f","30-34","Acre",31366
2011,"f","30-34","Alagoas",132972
2011,"f","30-34","Amapa",29681
2011,"f","30-34","Amazonas",149379
2011,"f","30-34","Bahia",621602
2011,"f","30-34","Ceara",349936
2011,"f","30-34","Distrito Federal",139543
2011,"f","30-34","Espirito Santo",157483
2011,"f","30-34","Goias",278364
2011,"f","30-34","Maranhao",266730
2011,"f","30-34","Mato Grosso",135838
2011,"f","30-34","Mato Grosso Do Sul",104826
2011,"f","30-34","Minas Gerais",829053
2011,"f","30-34","Para",321187
2011,"f","30-34","Paraiba",158327
2011,"f","30-34","Parana",435621
2011,"f","30-34","Pernambuco",383175
2011,"f","30-34","Piaui",131438
2011,"f","30-34","Rio De Janeiro",702606
2011,"f","30-34","Rio Grande Do Norte",134048
2011,"f","30-34","Rio Grande Do Sul",422793
2011,"f","30-34","Rondonia",69088
2011,"f","30-34","Roraima",19794
2011,"f","30-34","Santa Catarina",265029
2011,"f","30-34","Sao Paulo",1870749
2011,"f","30-34","Sergipe",91992
2011,"f","30-34","Tocantins",60036
2011,"f","35-39","Acre",25271
2011,"f","35-39","Alagoas",115804
2011,"f","35-39","Amapa",24905
2011,"f","35-39","Amazonas",122571
2011,"f","35-39","Bahia",524889
2011,"f","35-39","Ceara",308113
2011,"f","35-39","Distrito Federal",118453
2011,"f","35-39","Espirito Santo",137341
2011,"f","35-39","Goias",250441
2011,"f","35-39","Maranhao",215370
2011,"f","35-39","Mato Grosso",120814
2011,"f","35-39","Mato Grosso Do Sul",95042
2011,"f","35-39","Minas Gerais",743816
2011,"f","35-39","Para",267326
2011,"f","35-39","Paraiba",139883
2011,"f","35-39","Parana",411328
2011,"f","35-39","Pernambuco",344431
2011,"f","35-39","Piaui",111012
2011,"f","35-39","Rio De Janeiro",642022
2011,"f","35-39","Rio Grande Do Norte",118613
2011,"f","35-39","Rio Grande Do Sul",386001
2011,"f","35-39","Rondonia",60914
2011,"f","35-39","Roraima",15774
2011,"f","35-39","Santa Catarina",242752
2011,"f","35-39","Sao Paulo",1687105
2011,"f","35-39","Sergipe",80799
2011,"f","35-39","Tocantins",49514
2011,"f","40-44","Acre",20999
2011,"f","40-44","Alagoas",105159
2011,"f","40-44","Amapa",19664
2011,"f","40-44","Amazonas",98794
2011,"f","40-44","Bahia",477276
2011,"f","40-44","Ceara",289112
2011,"f","40-44","Distrito Federal",102845
2011,"f","40-44","Espirito Santo",127920
2011,"f","40-44","Goias",227340
2011,"f","40-44","Maranhao",187817
2011,"f","40-44","Mato Grosso",108007
2011,"f","40-44","Mato Grosso Do Sul",87898
2011,"f","40-44","Minas Gerais",713440
2011,"f","40-44","Para",223792
2011,"f","40-44","Paraiba",130998
2011,"f","40-44","Parana",401413
2011,"f","40-44","Pernambuco",315119
2011,"f","40-44","Piaui",100937
2011,"f","40-44","Rio De Janeiro",609465
2011,"f","40-44","Rio Grande Do Norte",113918
2011,"f","40-44","Rio Grande Do Sul",391839
2011,"f","40-44","Rondonia",53346
2011,"f","40-44","Roraima",12846
2011,"f","40-44","Santa Catarina",238127
2011,"f","40-44","Sao Paulo",1570665
2011,"f","40-44","Sergipe",73505.9999999999
2011,"f","40-44","Tocantins",43548
2011,"f","45-49","Acre",16616
2011,"f","45-49","Alagoas",89311
2011,"f","45-49","Amapa",15094
2011,"f","45-49","Amazonas",80999
2011,"f","45-49","Bahia",418812
2011,"f","45-49","Ceara",261405
2011,"f","45-49","Distrito Federal",88778
2011,"f","45-49","Espirito Santo",120519
2011,"f","45-49","Goias",199250
2011,"f","45-49","Maranhao",163766
2011,"f","45-49","Mato Grosso",93565
2011,"f","45-49","Mato Grosso Do Sul",81903
2011,"f","45-49","Minas Gerais",684090
2011,"f","45-49","Para",182720
2011,"f","45-49","Paraiba",117212
2011,"f","45-49","Parana",375958
2011,"f","45-49","Pernambuco",279175
2011,"f","45-49","Piaui",91666
2011,"f","45-49","Rio De Janeiro",596669
2011,"f","45-49","Rio Grande Do Norte",104364
2011,"f","45-49","Rio Grande Do Sul",405602
2011,"f","45-49","Rondonia",45558
2011,"f","45-49","Roraima",10882
2011,"f","45-49","Santa Catarina",232279
2011,"f","45-49","Sao Paulo",1482151
2011,"f","45-49","Sergipe",62971
2011,"f","45-49","Tocantins",36647
2011,"f","5-9","Acre",45774
2011,"f","5-9","Alagoas",154373
2011,"f","5-9","Amapa",39469
2011,"f","5-9","Amazonas",189293
2011,"f","5-9","Bahia",596761
2011,"f","5-9","Ceara",351879
2011,"f","5-9","Distrito Federal",106264
2011,"f","5-9","Espirito Santo",136894
2011,"f","5-9","Goias",240750
2011,"f","5-9","Maranhao",344667
2011,"f","5-9","Mato Grosso",132814
2011,"f","5-9","Mato Grosso Do Sul",100706
2011,"f","5-9","Minas Gerais",713712
2011,"f","5-9","Para",401434
2011,"f","5-9","Paraiba",159938
2011,"f","5-9","Parana",388393
2011,"f","5-9","Pernambuco",379596
2011,"f","5-9","Piaui",140752
2011,"f","5-9","Rio De Janeiro",544799
2011,"f","5-9","Rio Grande Do Norte",131964
2011,"f","5-9","Rio Grande Do Sul",367399
2011,"f","5-9","Rondonia",71714
2011,"f","5-9","Roraima",24365
2011,"f","5-9","Santa Catarina",216927
2011,"f","5-9","Sao Paulo",1500202
2011,"f","5-9","Sergipe",90253
2011,"f","5-9","Tocantins",66880
2011,"f","50-54","Acre",13646
2011,"f","50-54","Alagoas",74388
2011,"f","50-54","Amapa",11832
2011,"f","50-54","Amazonas",65651
2011,"f","50-54","Bahia",360177
2011,"f","50-54","Ceara",211366
2011,"f","50-54","Distrito Federal",71204
2011,"f","50-54","Espirito Santo",107359
2011,"f","50-54","Goias",165617
2011,"f","50-54","Maranhao",138677
2011,"f","50-54","Mato Grosso",75919
2011,"f","50-54","Mato Grosso Do Sul",68749
2011,"f","50-54","Minas Gerais",609246
2011,"f","50-54","Para",152069
2011,"f","50-54","Paraiba",96610
